Ноутбук Acer Nitro 5 AN515-43 NH.Q5XER.004,239990,Acer,Ноутбуки,Нет в наличии,427026,,DOS,AMD Ryzen 5 3550H,2.1 ГГц,8 ГБ,SSD,512 ГБ,Radeon RX,560X,4 ГБ
Ноутбук Asus Laptop 15 X509M (90NB0Q32-M00620),199990,Asus,Ноутбуки,Нет в наличии,463040,"15,6″ - 39,62 см",Windows 10,Intel® Pentium® N5000,1.1 ГГц,4 ГБ,HDD,500 Гб,Intel UHD Graphics,605,
Ноутбук Acer Nitro 5 AN515-54 (NH.Q5AER.01P),309990,Acer,Ноутбуки,Нет в наличии,415803,"15,6″ - 39,62 см",Linux,Intel® Core™ i5-9300H,2.4 ГГц,8 ГБ,SSD,512 ГБ,GeForce GTX,1050,3 ГБ
"Ноутбук Hewlett Packard HP-255 G7, A445UN, 6HM04EA",95090,HP,Ноутбуки,Нет в наличии,443488,"15,6″ - 39,62 см",DOS,AMD A4-9125,2.3 ГГц,4 ГБ,HDD,500 Гб,Radeon R3,,
Ноутбук Acer Aspire 3 A315-55G-58MV (NX.HEDER.021),279990,Acer,Ноутбуки,Нет в наличии,393473,"15,6″ - 39,62 см",Windows 10,Intel® Core™ i5-8265U,1.6 ГГц,8 ГБ,HDD,1 ТБ,GeForce MX,MX130,2 ГБ
"Ноутбук Acer Extensa, EX2519-P07G, (NX.EFAER.059) ",139990,Acer,Ноутбуки,Нет в наличии,433317,"15,6″ - 39,62 см",Linux,Intel® Pentium® N3710,1.6 ГГц,4 ГБ,HDD,1 ТБ,Intel HD Graphics,405,SMA (выделяется из операт. памяти)
Ноутбук Asus Vivobook X403FA-EB022 I385UN (90NB0LP2-M04400),279990,Asus,Ноутбуки,Нет в наличии,442638,"14″ - 35,56 см",DOS,Intel® Core™ i3-8145U,,8 ГБ,SSD,512 ГБ,Intel HD Graphics,620,
Ноутбук Asus Vivobook X420UA-EK063T Transparent Silver (90NB0LA1-M06510),149990,Asus,Ноутбуки,Нет в наличии,392646,"14″ - 35,56 см",Windows 10 Home,Intel® Pentium® 4415U,2.3 ГГц,4 ГБ,SSD,256 Гб,Intel HD Graphics,610,
"Ультрабук Apple MacBook Air 13'' i5 1,6/8Gb/128GB SSD Space Grey (MVFH2)",459990,Apple,Ноутбуки,Нет в наличии,371607,"13,3″ - 33,78 см",MacOS X,Intel® Core™ i5-8210Y,1.6 ГГц,8 ГБ,SSD,128 ГБ,Intel UHD Graphics,617,1.5 ГБ
Ноутбук Lenovo Ideapad S145-15IGM (81MX00B0RK),149990,Lenovo,Ноутбуки,Нет в наличии,456851,"15,6″ - 39,62 см",DOS,Intel® Celeron® N4000,1.10 ГГц,4 ГБ,HDD,500 Гб,Intel HD Graphics,630M,SMA (выделяется из операт. памяти)
Ноутбук Asus Laptop X543UA-DM1526T Star Gray (90NB0HF7-M31120),189990,Asus,Ноутбуки,Нет в наличии,392650,"15,6″ - 39,62 см",Windows 10,‎Intel® Core™ i3-7020U,2.3 ГГц,4 ГБ,HDD,1 ТБ,Intel HD Graphics,620,SMA (выделяется из операт. памяти)
Ноутбук HP Potter 15-da0552ur C41TUN 14T41EA,119990,HP,Ноутбуки,Нет в наличии,460127,"15,6″ - 39,62 см",DOS,Intel® Celeron® N4000,1.10 ГГц,4 ГБ,HDD,1 ТБ,Intel UHD Graphics,600,
"Ноутбук Lenovo Legion Y530-15ICH, I581T1SGN, 81FV01CMRK",309990,Lenovo,Ноутбуки,Нет в наличии,454025,"15,6″ - 39,62 см",DOS,Intel® Core™ i5-8300H,2.3 ГГц,8 ГБ,HDD + SSD,HDD 1 Тб + SSD 128 Гб,GeForce GTX,1050,4 ГБ
Ноутбук Apple MacBook Pro 13.3″ Touch Bar i5 /8Gb/128GB/ Silver (MUHQ2),579990,Apple,Ноутбуки,Нет в наличии,373844,"13,3″ - 33,78 см",MacOS X,Intel® Core™ i5-8257U,1.4 ГГц,8 ГБ,SSD,128 ГБ,Iris Plus Graphics,645,1.5 ГБ
Ноутбук Asus Laptop M509DA-EJ126 90NB0P51-M01550,169990,Asus,Ноутбуки,Нет в наличии,392642,"15,6″ - 39,62 см",Linux,AMD Ryzen 3200U,2.6 ГГц,8 ГБ,HDD,1 ТБ,Radeon,Vega 3,SMA (выделяется из операт. памяти)
"Ноутбук Lenovo Legion Y540-15IRH-PG0, Black, 81SY00FDRK",449990,Lenovo,Ноутбуки,Нет в наличии,392612,"15,6″ - 39,62 см",DOS,Intel® Core™ i7-9750H,2.6 ГГц,16 ГБ,SSD,1 ТБ,GeForce GTX,1650 Super,4 ГБ
Ноутбук Asus Laptop 15 X509JB-EJ059 (90NB0QD2-M01800),259990,Asus,Ноутбуки,Нет в наличии,467033,"15,6″ - 39,62 см",DOS,Intel® Core™ i3 1005G1,1.2 ГГц,4 ГБ,HDD,1 ТБ,GeForce MX,110,2 ГБ
Ноутбук Lenovo Ideapad S145-15IWL (81MV01ADRK),259990,Lenovo,Ноутбуки,Нет в наличии,392607,"15,6″ - 39,62 см",Windows 10 Home,Intel® Core™ i3-8145U,2.1 ГГц,4 ГБ,HDD,1 ТБ,GeForce MX,MX 110,2 ГБ
"Ноутбук Acer Extensa EX2519, Black (NX.EFAER.122)",139990,Acer,Ноутбуки,Нет в наличии,308848,,Windows 10 Pro,Intel® Celeron® N3060,1.6 ГГц,4 ГБ,HDD,500 Гб,Intel HD Graphics,500,SMA (выделяется из операт. памяти)
"Ноутбук Asus Vivobook, X420UA-EK295T Transparent Silver (90NB0LA1-M07080)",209990,Asus,Ноутбуки,Нет в наличии,392647,"14″ - 35,56 см",Windows 10,‎Intel® Core™ i3-7020U,2.3 ГГц,8 ГБ,SSD,512 ГБ,Intel HD Graphics,620,
Ноутбук Acer Nitro 5 AN515-44-R329 (NH.Q9GER.006),419990,Acer,Ноутбуки,Нет в наличии,462690,"15,6″ - 39,62 см",DOS,AMD® Ryzen ™ 5 4600H,3.0 ГГц,16 ГБ,SSD,512 ГБ,GeForce GTX,1650 Super,4 ГБ
Ноутбук Apple MacBook 12″ Core M3 1.1/8/256SSD Space Gray (MLH72),521890,Apple,Ноутбуки,Нет в наличии,70779,"12″ - 30,48 см",MacOS X,Intel® Core™ m3-6Y30,1.10 ГГц,4 ГБ,SSD,256 Гб,Intel HD Graphics,,SMA (выделяется из операт. памяти)
Ноутбук Acer Aspire 7 Gaming A715-75G-52C8 (NH.Q99ER.002),369990,Acer,Ноутбуки,Нет в наличии,462674,"15,6″ - 39,62 см",DOS,Intel ® Core™ i5-10300H,2.5 ГГц,8 ГБ,SSD,512 ГБ,GeForce GTX,1650 Super,4 ГБ
Ноутбук Acer Spin 3 SP314-54N-36CU (NX.HQCER.002),239990,Acer,Ноутбуки,Нет в наличии,436980,"14″ - 35,56 см",Windows 10,Intel® Core™ i3 1005G1,1.2 ГГц,8 ГБ,SSD,256 Гб,Intel UHD Graphics,Intel® UHD Graphics,SMA (выделяется из операт. памяти)
Ноутбук Asus Laptop M509DA-EJ188T Transparent Silver  (90NB0P51-M02650),189990,Asus,Ноутбуки,Нет в наличии,392643,"15,6″ - 39,62 см",Windows 10,AMD Ryzen 3 2200U,2.6 ГГц,4 ГБ,HDD,500 Гб,,,
Ноутбук Lenovo Ideapad S145-15API (81UT00GCRK),219990,Lenovo,Ноутбуки,Нет в наличии,456862,"15,6″ - 39,62 см",Windows 10 Home,AMD Ryzen 3 3200U,2.6 ГГц,4 ГБ,HDD,500 Гб,Intel HD Graphics,630M,SMA (выделяется из операт. памяти)
Ноутбук Acer Aspire 3 A315-42 R381TUN (NX.HF9ER.02K),199990,Acer,Ноутбуки,Нет в наличии,462629,"15,6″ - 39,62 см",DOS,AMD Ryzen 3 3200U,2.6 ГГц,8 ГБ,HDD,1 ТБ,Radeon HD,Vega 3,UMA
Ноутбук Acer Aspire 3 A315-34 C41TUN (NX.HE3ER.00B),149990,Acer,Ноутбуки,Нет в наличии,467018,"15,6″ - 39,62 см",DOS,Intel® Celeron® N4000,1.10 ГГц,4 ГБ,HDD,1 ТБ,Intel UHD Graphics,600,
Ноутбук Acer Extensa EX2519-P1KB (NX.EFAER.12A),159990,Acer,Ноутбуки,Нет в наличии,393475,"15,6″ - 39,62 см",Windows 10 Home,Intel® Pentium® N3710,1.6 ГГц,4 ГБ,HDD,1 ТБ,Intel HD Graphics,,SMA (выделяется из операт. памяти)
Ноутбук Acer Nitro 5 AN515-43 (NH.Q6NER.004),349990,Acer,Ноутбуки,Нет в наличии,427029,"15,6″ - 39,62 см",DOS,AMD Ryzen 5 3550H,2.1 ГГц,16 ГБ,HDD + SSD,HDD 1 ТБ + SSD 512 ГБ,GeForce GTX,1050 Ti,4 ГБ
Ноутбук Lenovo Ideapad S340 Platinum Grey (81VV00J1RK),269990,Lenovo,Ноутбуки,Нет в наличии,456853,"14″ - 35,56 см",Windows 10 Home,Intel® Core™ i3-8145U,,8 ГБ,SSD,512 ГБ,Intel HD Graphics,630M,SMA (выделяется из операт. памяти)
Ноутбук HP Maldives 15-dw1029ur I581TMW 13F99EA,279990,HP,Ноутбуки,Нет в наличии,460126,"15,6″ - 39,62 см",Windows 10,Intel® Core™ i5-10210U,1.6 ГГц,8 ГБ,HDD,1 ТБ,GeForce MX,110,2 ГБ
Ноутбук Lenovo Ideapad S145-15IIL (81W800KNRK),219990,Lenovo,Ноутбуки,Нет в наличии,456852,"15,6″ - 39,62 см",Windows 10 Home,Intel® Core™ i3 1005G1,1.2 ГГц,4 ГБ,HDD,1 ТБ,Intel HD Graphics,630M,SMA (выделяется из операт. памяти)
Ноутбук Acer Aspire 3 A315-55G I345UN (NX.HEEER.01Z),219990,Acer,Ноутбуки,Нет в наличии,452817,"15,6″ - 39,62 см",DOS,‎Intel® Core™ i3-7020U,2.3 ГГц,4 ГБ,SSD,512 ГБ,,,
Ноутбук Asus ROG Strix G531G I585GN (90NR01L3-M13730),429990,Asus,Ноутбуки,Нет в наличии,463038,"15,6″ - 39,62 см",DOS,Intel® Core™ i5-9300H,2.4 ГГц,8 ГБ,SSD,512 ГБ,GeForce GTX,1650 Super,4 ГБ
Ноутбук Asus VivoBook X420F (90NB0K01-M05090),269990,Asus,Ноутбуки,Нет в наличии,456813,"14″ - 35,56 см",Windows 10 Home,Intel® Core™ i3-10110U,2.1 ГГц,4 ГБ,,256 Гб,Intel UHD Graphics,620,
Ноутбук HP Pavilion-15 15-cs3080ur I385UW (16F73EA),269990,HP,Ноутбуки,Нет в наличии,460128,"15,6″ - 39,62 см",Windows 10,Intel® Core™ i3 1005G1,1.2 ГГц,8 ГБ,SSD,512 ГБ,Intel UHD Graphics,,
Ноутбук Asus VivoBook 15 X512J (90NB0QU6-M05620),269990,Asus,Ноутбуки,Нет в наличии,456812,"15,6″ - 39,62 см",Windows 10 Home,Intel® Core™ i3 1005G1,1.2 ГГц,4 ГБ,HDD,1 ТБ,Intel UHD Graphics,G1,
Ноутбук Acer Aspire 3 A315-55G 51К0 (NX.HNSER.008),339990,Acer,Ноутбуки,Нет в наличии,452823,"15,6″ - 39,62 см",Windows 10,Intel® Core™ i5-10210U,1.6 ГГц,8 ГБ,SSD,512 ГБ,GeForce MX,230,2 ГБ
Ноутбук Acer Aspire 3 A315-54K i345UN (NX.HEEER.02R),229990,Acer,Ноутбуки,Нет в наличии,460102,"15,6″ - 39,62 см",DOS,Intel® Core™ i3-8130U,2.2 ГГц,4 ГБ,SSD,512 ГБ,Intel UHD Graphics,620,
Ноутбук Hewlett Packard Pavilion Gaming 15-Dk0038ur (7PW50EA),399990,HP,Ноутбуки,Нет в наличии,460145,"15,6″ - 39,62 см",DOS,Intel® Core™ i5-9300H,2.4 ГГц,8 ГБ,HDD + SSD,HDD 1 Тб + SSD 256 Гб,GeForce GTX,1650 Super,4 ГБ
Ноутбук Asus Vivobook X420FA-EB234T Transparent Silver (90NB0K01-M04700),229990,Asus,Ноутбуки,Нет в наличии,392645,"14″ - 35,56 см",Windows 10,Intel® Core™ i3-8145U,2.1 ГГц,4 ГБ,SSD,512 ГБ,Intel UHD Graphics,620,
"Ноутбук ASUS ROG Strix, G512LI-HN094, I585GN, 90NR0381-M02410",426890,Asus,Ноутбуки,Нет в наличии,460227,"15,6″ - 39,62 см",DOS,Intel ® Core™ i5-10300H,2.5 ГГц,8 ГБ,SSD,512 ГБ,GeForce GTX,1650 Ti,4 ГБ
Ноутбук Acer Swift 3 SF314-57-35KA I382UW (NX.HJ7ER.003),300390,Acer,Ноутбуки,Нет в наличии,462670,"14″ - 35,56 см",Windows 10,Intel® Core™ i3 1005G1,1.2 ГГц,8 ГБ,SSD,256 Гб,Intel UHD Graphics,,
Ноутбук ASUS Zenbook 14 UX433F (90NB0JR4-M13400),319990,Asus,Ноутбуки,Нет в наличии,459822,"14″ - 35,56 см",Windows 10,Intel® Core™ i3-8145U,2.1 ГГц,8 ГБ,SSD,512 ГБ,Intel UHD Graphics,620,
Ноутбук Asus FX505D 90NR02N2-M03000,419990,Asus,Ноутбуки,Нет в наличии,456818,"14″ - 35,56 см",DOS,AMD Ryzen 7 3750H,2.3 ГГц,16 ГБ,SSD,512 ГБ,GeForce RTX,2060,6 ГБ
"Ноутбук HUAWEI Matebook D14, Nbl-WAQ9R",249990,Huawei,Ноутбуки,Нет в наличии,442830,,Windows 10 Home,AMD Ryzen 5 3500U,2.1 ГГц,8 ГБ,SSD,512 ГБ,Radeon Vega 8,Vega 8,8 ГБ
"Ноутбук Acer Aspire 3, A315-55, NX.HEHER.01H",239990,Acer,Ноутбуки,Нет в наличии,427034,"15,6″ - 39,62 см",Windows 10,‎Intel® Core™ i3-7020U,2.3 ГГц,8 ГБ,HDD,1 ТБ,GeForce MX,130,2 ГБ
Ноутбук Lenovo Ideapad S340 Abyss Blue (81VV00J2RK),244990,Lenovo,Ноутбуки,Нет в наличии,456854,"14″ - 35,56 см",Windows 10 Home,Intel® Core™ i3 1005G1,1.2 ГГц,8 ГБ,SSD,512 ГБ,Intel HD Graphics,630M,SMA (выделяется из операт. памяти)
"Ультрабук Apple Macbook Air i5 1,6/8Gb/128GB SSD Gold (MVFM2) 2019",459990,Apple,Ноутбуки,Нет в наличии,371609,"13,3″ - 33,78 см",MacOS X,Intel® Core™ i5-8210Y,1.6 ГГц,8 ГБ,SSD,128 ГБ,Intel UHD Graphics,617,1.5 ГБ
"Ноутбук HP 15-ec0013ur, R585GN, 8NF73EA",319990,HP,Ноутбуки,Нет в наличии,460171,"15,6″ - 39,62 см",DOS,AMD Ryzen 5 3550H,2.1 ГГц,8 ГБ,SSD,512 ГБ,GeForce GTX,1650 Super,4 ГБ
Ноутбук Acer Predator Triton PT315-51 (NH.Q6DER.008),419990,Acer,Ноутбуки,Нет в наличии,427024,"15,6″ - 39,62 см",DOS,Intel® Core™i5 9300H,2.4 ГГц,8 ГБ,SSD,512 ГБ,GeForce GTX,1650 Super,
Ноутбук Lenovo Ideapad  S145-15IGM (81MX00AXRK),151990,Lenovo,Ноутбуки,Нет в наличии,456861,"15,6″ - 39,62 см",Windows 10 Home,Intel® Pentium® N5000,1.10 ГГц,4 ГБ,HDD,500 Гб,Intel HD Graphics,630M,SMA (выделяется из операт. памяти)
Ноутбук Lenovo Legion Y540 81SX00XNRK,488990,Lenovo,Ноутбуки,Нет в наличии,456849,"15,6″ - 39,62 см",DOS,Intel® Core™ i7-9750H,2.4 ГГц,16 ГБ,SSD,1 ТБ,GeForce GTX,1660 Ti,6 ГБ
Ноутбук Acer Nitro 5 AN515-44-R67F (NH.Q9GER.008),379990,Acer,Ноутбуки,Нет в наличии,462689,"15,6″ - 39,62 см",DOS,AMD® Ryzen ™ 5 4600H,3.0 ГГц,8 ГБ,SSD,512 ГБ,GeForce GTX,1650 Super,4 ГБ
Ноутбук Asus Laptop M509DA-BR081T (90NB0P51-M02970),209990,Asus,Ноутбуки,Нет в наличии,442701,"15,6″ - 39,62 см",Windows 10,AMD Ryzen 5 3550H,2.1 ГГц,8 ГБ,HDD,1 ТБ,Radeon,Vega 8,SMA (выделяется из операт. памяти)
"Ноутбук Xiaomi Mi NoteBook Air 12,5"" Silver (JYU4047CN)",189990,Xiaomi,Ноутбуки,Нет в наличии,80738,"12,5″ - 31,75 см",Windows 10 Home,Intel® Core™ M3-7Y30,1 ГГц,4 ГБ,SSD,128 ГБ,Intel HD Graphics,615,SMA (выделяется из операт. памяти)
"Ноутбук Apple MacBook Pro 13.3″ Touch Bar i5 1,4/8Gb/128GB SSD Space Gray (MUHN2)",577790,Apple,Ноутбуки,Нет в наличии,373845,"13,3″ - 33,78 см",MacOS X,Intel® Core™ i5-8257U,1.4 ГГц,8 ГБ,SSD,128 ГБ,Iris Plus Graphics,645,1.5 ГБ
Ноутбук Lenovo Ideapad S145 81W800KSRK,259990,Lenovo,Ноутбуки,Нет в наличии,456856,"15,6″ - 39,62 см",Windows 10,Intel® Core™ i5-1035G1,1 ГГц,4 ГБ,HDD,1 ТБ,Intel HD Graphics,630M,SMA (выделяется из операт. памяти)
Ноутбук Lenovo IdeaPad 3 L3 15IML05 I341TMN (81Y30020RK),239990,Lenovo,Ноутбуки,Нет в наличии,467405,"15,6″ - 39,62 см",DOS,Intel® Core™ i3-10110U,2.1 ГГц,4 ГБ,HDD,1 ТБ,GeForce MX,130,2 ГБ
Ноутбук Lenovo IdeaPad S540 (81NF00E8RK),316990,Lenovo,Ноутбуки,Нет в наличии,456858,"14″ - 35,56 см",Windows 10 Home,Intel® Core™ i5-10210U,1.6 ГГц,8 ГБ,SSD,512 ГБ,GeForce,MX250,2 ГБ
Ноутбук Lenovo IdeaPad S340-14API R582UN (81NB00F2RK),194990,Lenovo,Ноутбуки,Нет в наличии,460070,"14″ - 35,56 см",DOS,AMD Ryzen 5 3500U,2.1 ГГц,8 ГБ,SSD,256 Гб,Radeon,Vega 8,SMA (выделяется из операт. памяти)
Ноутбук Acer Nitro 5 AN515-43 NH.Q6NER.002,249990,Acer,Ноутбуки,Нет в наличии,427027,,DOS,AMD Ryzen 5 3550H,2.1 ГГц,8 ГБ,SSD,512 ГБ,GeForce GTX,1050 Ti,4 ГБ
Ноутбук Hewlett Packard Pavilion Gaming 15-dk0036ur I585GN 7QA10EA,399990,HP,Ноутбуки,Нет в наличии,460144,"15,6″ - 39,62 см",DOS,Intel® Core™ i5-9300H,2.4 ГГц,8 ГБ,SSD,512 ГБ,GeForce GTX,1650 Super,4 ГБ
"Ноутбук HP 15-ec0041ur, R581TSGN, 9PU27EA",399990,HP,Ноутбуки,Нет в наличии,460172,"15,6″ - 39,62 см",DOS,AMD Ryzen 5 3550H,2.1 ГГц,8 ГБ,SSD,1 ТБ,GeForce GTX,1660 Ti,6 ГБ
Ноутбук Asus X420F i342UN (90NB0K01-M04880),219990,Asus,Ноутбуки,Нет в наличии,459913,"14″ - 35,56 см",DOS,Intel® Core™ i3-8145U,2.1 ГГц,8 ГБ,SSD,256 Гб,Intel UHD Graphics,620,SMA (выделяется из операт. памяти)
"Ноутбук Lenovo Ideapad 330S-15IKB, (81F501A6RU)",287490,Lenovo,Ноутбуки,Нет в наличии,87201,"15,6″ - 39,62 см",Windows 10,Intel® Core™ i5-8250U,1.6 ГГц,12 Гб + 16 Гб Optane,HDD,1 ТБ,Radeon,540,2 ГБ
Ноутбук Acer Nitro 7 AN715-51 (NH.Q5HER.009),449990,Acer,Ноутбуки,Нет в наличии,427023,"15,6″ - 39,62 см",DOS,Intel® Core™ i5-9300H,2.4 ГГц,8 ГБ,SSD,512 ГБ,GeForce GTX,1660 Ti,6 ГБ
Ноутбук Asus Vivobook 14 X420UA-EK220T Transparent Silver (90NB0LA1-M06300),212190,Asus,Ноутбуки,Нет в наличии,312499,"14″ - 35,56 см",Windows 10 Home,‎Intel® Core™ i3-7020U,2.3 ГГц,8 ГБ,SSD,256 Гб,Intel HD Graphics,620,
Ноутбук Acer Swift 3 SF314-57-56VE (NX.HJHER.006),369990,Acer,Ноутбуки,Нет в наличии,462625,"14″ - 35,56 см",Windows 10 Home,Intel® Core™ i5-1035G1,1 ГГц,8 ГБ,SSD,256 Гб,UHD 630,HD Graphics,UMA
Ноутбук Acer Aspire 3 A315-55G 3239 (NX.HEHER.01F),264990,Acer,Ноутбуки,Нет в наличии,452816,"15,6″ - 39,62 см",Windows 10,‎Intel® Core™ i3-7020U,2.3 ГГц,8 ГБ,HDD,1 ТБ,GeForce MX,130,2 ГБ
Ноутбук Acer Aspire 3 A315-54K (NX.HEEER.02K),199990,Acer,Ноутбуки,Нет в наличии,467025,"15,6″ - 39,62 см",Linux,Intel® Core™ i3-8130U,2.2 ГГц,4 ГБ,HDD,1 ТБ,Intel UHD Graphics,620,
Ноутбук Acer Aspire 3 A315-55KG-38DK I341TMW (NX.HEHER.028),259990,Acer,Ноутбуки,Нет в наличии,462661,"15,6″ - 39,62 см",Windows 10,Intel® Core™ i3-8130U,2.2 ГГц,4 ГБ,HDD,1 ТБ,GeForce MX,130,2 ГБ
Ноутбук Lenovo Legion Y7000 I781T1SGN (81NS001TRK),559990,Lenovo,Ноутбуки,Нет в наличии,467051,"15,6″ - 39,62 см",DOS,Intel® Core™ i7-9750H,2.6 ГГц,8 ГБ,HDD + SSD,HDD 1 Тб + SSD 128 Гб,GeForce RTX,2060,6 ГБ
Ноутбук Asus Laptop 15 X509J (90NB0QE2-M04160),219990,Asus,Ноутбуки,Нет в наличии,463045,"15,6″ - 39,62 см",DOS,Intel® Core™ i3 1005G1,1.2 ГГц,4 ГБ,HDD,1 ТБ,Intel UHD Graphics,,
Ноутбук Lenovo IdeaPad S340-15API R382UN (81NC00K7RK),155990,Lenovo,Ноутбуки,Нет в наличии,460069,"15,6″ - 39,62 см",DOS,AMD Ryzen 3200U,2.6 ГГц,8 ГБ,SSD,256 Гб,Radeon,Vega 3,SMA (выделяется из операт. памяти)
Ультрабук Asus VivoBook 14 X412FA (90NB0L91-M18300),229990,Asus,Ноутбуки,Нет в наличии,463424,"14″ - 35,56 см",Windows 10,Intel® Pentium® Gold 5405U,2.3 ГГц,4 ГБ,SSD,512 ГБ,Intel UHD Graphics,610,
Ноутбук Asus FA506 R7161SGN (90NR03L1-M03470),499990,Asus,Ноутбуки,Нет в наличии,459925,"15,6″ - 39,62 см",DOS,AMD Ryzen™ 7 4800H,2.9 ГГц,16 ГБ,SSD,1 ТБ,GeForce RTX,2060,6 ГБ
Ультрабук Apple Macbook Pro 13″ Touch Bar  i5 2.4 /8GB/512GB SSD Silver (MV9A2),879990,Apple,Ноутбуки,Нет в наличии,306405,"13,3″ - 33,78 см",MacOS X,Intel® Core™ i5-8279U,2.4 ГГц,8 ГБ,SSD,512 ГБ,Iris Plus Graphics,655,
"Ноутбук Apple MacBook 15"" Touch Bar i7 2.8/16/256 Silver (MPTR2)",976590,Apple,Ноутбуки,Нет в наличии,79257,"15,4″ - 39,12 см",macOS Sierra,Intel® Core™ i7-7700HQ,2.8 ГГц,16 ГБ,SSD,256 Гб,Radeon Pro,555,2 ГБ
"Ноутбук HUAWEI Matebook D15, Boh-WAQ9R",259990,Huawei,Ноутбуки,Нет в наличии,442829,,Windows 10 Home,AMD Ryzen 5 3500U,2.1 ГГц,8 ГБ,SSD,256 Гб,Radeon Vega 8,Vega 8,8 ГБ
"Ноутбук Lenovo Ideapad 330S-14IKB, (81F400V4RU)",240490,Lenovo,Ноутбуки,Нет в наличии,87200,"14″ - 35,56 см",Windows 10 Home,Intel® Core™ i5-8250U,1.6 ГГц,8 ГБ,SSD,256 Гб,Intel UHD Graphics,620,SMA (выделяется из операт. памяти)
Ноутбук Acer Aspire 3 A315-55G I541TMN (NX.HNSER.00F),289990,Acer,Ноутбуки,Нет в наличии,467019,"15,6″ - 39,62 см",Linux,Intel® Core™ i5-10210U,1.6 ГГц,4 ГБ,HDD,1 ТБ,GeForce MX,230,2 ГБ
Ноутбук Acer Swift 3 SF314-57-38QB I385UW (NX.HHXER.002),329990,Acer,Ноутбуки,Нет в наличии,462671,"14″ - 35,56 см",Windows 10,Intel® Core™ i3 1005G1,1.2 ГГц,8 ГБ,SSD,512 ГБ,Intel UHD Graphics,,
Ноутбук Acer Nitro 5 AN515-55-770N I7161TSGN (NH.Q7PER.008),499990,Acer,Ноутбуки,Нет в наличии,462685,"15,6″ - 39,62 см",DOS,Intel® Core™ i7-10750H,2.6 ГГц,16 ГБ,SSD,1 ТБ,GeForce GTX,1660 Ti,6 ГБ
Ноутбук Acer Aspire 5 A515-43G-R5NP R581TMN (NX.HF5ER.003),259990,Acer,Ноутбуки,Нет в наличии,467022,"15,6″ - 39,62 см",Linux,AMD Ryzen 5 3500U,2.1 ГГц,8 ГБ,HDD,1 ТБ,Radeon,540X,4 ГБ
Ноутбук HP ENVY-13 13-ar0016ur R585UW (9PU38EA),360990,HP,Ноутбуки,Нет в наличии,460129,"13,3″ - 33,78 см",Windows 10,AMD Ryzen 5 3500U,2.1 ГГц,8 ГБ,SSD,512 ГБ,Radeon,Vega 8,
Ноутбук Acer Swift 1 SF114-32 Silver (NX.GXUER.00B),159990,Acer,Ноутбуки,Нет в наличии,427031,"14″ - 35,56 см",Windows 10,Intel® Pentium® N5000,1.10 ГГц,4 ГБ,SSD,256 Гб,Intel UHD Graphics,605,
Ноутбук Asus VivoBook S14 S433F (90NB0Q04-M03020),279990,Asus,Ноутбуки,Нет в наличии,463439,"14-15,6″",DOS,Intel® Core™ i5-10210U,1.6 ГГц,8 ГБ,SSD,512 ГБ,Intel HD Graphics,,
Ноутбук Lenovo Ideapad S145-15IWL (81MV011TRK),119990,Lenovo,Ноутбуки,Нет в наличии,392605,"15,6″ - 39,62 см",Windows 10 Home,Intel® Pentium® Gold 5405U,2.3 ГГц,4 ГБ,HDD,1 ТБ,GeForce MX,MX 110,2 ГБ
Ультрабук Lenovo IdeaPad 5 14IIL05 (81YH00KERK),319990,Lenovo,Ноутбуки,Нет в наличии,463075,"14″ - 35,56 см",Windows 10,Intel® Core™ i3 1005G1,1.2 ГГц,8 ГБ,SSD,512 ГБ,Intel UHD Graphics,620,
Ноутбук Acer Swift 1 SF114-32 (NX.GXRER.001),149990,Acer,Ноутбуки,Нет в наличии,427030,"14″ - 35,56 см",Windows 10,,1.10 ГГц,4 ГБ,SSD,128 ГБ,,,
Ноутбук Acer Predator Helios 300 PH315-53-53Z7 (NH.Q7YER.007),669990,Acer,Ноутбуки,Нет в наличии,462680,"15,6″ - 39,62 см",DOS,Intel ® Core™ i5-10300H,2.5 ГГц,16 ГБ,SSD,1 ТБ,GeForce RTX,2060,6 ГБ
Ноутбук Asus Laptop 15 X509J (90NB0QE1-M01710),219990,Asus,Ноутбуки,Нет в наличии,459921,"15,6″ - 39,62 см",Windows 10,Intel® Core™ i3 1005G1,1.2 ГГц,4 ГБ,SSD,256 Гб,Intel UHD Graphics,,
Ноутбук Apple MacBook Pro 13 2020 Space Grey (MXK32),730990,Apple,Ноутбуки,Нет в наличии,460435,"13,3″ - 33,78 см",MacOS X,Intel® Core™ i5-82UX,1.4 ГГц,8 ГБ,SSD,256 Гб,Iris Plus Graphics,645,1.5 ГБ
Ноутбук Asus ROG Strix G G531GT-AL003 (90NR01L3-M08800),429990,Asus,Ноутбуки,Нет в наличии,392639,"15,6″ - 39,62 см",DOS,Intel® Core™ i7-9750H,2.6 ГГц,16 ГБ,SSD,512 ГБ,GeForce GTX,1650 Super,4 ГБ
"Ноутбук Lenovo IdeaPad 330-15IKB, I541TMN, 81DC017VRK",289990,Lenovo,Ноутбуки,Нет в наличии,470179,"15,6″ - 39,62 см",DOS,Intel® Core™ i5-7200U,2.5 ГГц,4 ГБ,HDD,1 ТБ,GeForce MX,110,2 ГБ
